assists,blocked,evenTimeOnIce,evenTimeOnIcePerGame,faceOffPct,gameWinningGoals,games,goals,hits,overTimeGoals,penaltyMinutes,pim,plusMinus,points,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,powerPlayTimeOnIcePerGame,shifts,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,shortHandedTimeOnIcePerGame,shotPct,shots,timeOnIce,timeOnIcePerGame,age,season,id
12,115,1494:24,18:13,0.0,2,82,5,109,0,63,63,-6,17,0,0,18:38,00:13,2409,1,1,327:21,03:59,4.1,122,1840:23,22:26,29.0,20132014,8470601
4,61,618:58,18:45,0.0,0,33,1,76,0,41,41,-10,5,0,0,12:53,00:23,966,0,0,114:29,03:28,2.6,38,746:20,22:36,28.0,20122013,8470601
20,119,1487:59,18:22,0.0,0,81,4,164,0,56,56,10,24,0,0,28:53,00:21,2285,0,2,268:40,03:19,3.5,113,1785:32,22:02,27.0,20112012,8470601
14,133,1495:16,18:14,0.0,0,82,2,177,0,53,53,15,16,0,0,32:10,00:23,2273,0,1,200:14,02:26,1.8,114,1727:40,21:04,26.0,20102011,8470601
14,109,1361:34,16:48,0.0,0,81,5,118,0,54,54,-6,19,1,3,147:05,01:48,2326,0,0,203:23,02:30,4.1,122,1712:02,21:08,25.0,20092010,8470601
10,25,520:20,10:00,28.57,3,52,7,89,0,14,14,7,17,1,1,05:54,00:06,845,0,1,53:00,01:01,9.2,76,579:14,11:08,34.0,20182019,8471339
13,40,735:37,10:58,40.9,0,67,5,138,0,29,29,-4,18,1,2,59:40,00:53,1239,1,2,97:14,01:27,4.8,104,892:31,13:19,33.0,20172018,8471339
2,13,214:41,11:55,55.55,1,18,2,48,0,23,23,-4,4,0,0,04:14,00:14,351,0,0,35:39,01:58,9.1,22,254:34,14:08,32.0,20162017,8471339
18,71,963:34,13:11,58.33,1,73,10,164,0,45,45,-5,28,2,4,169:20,02:19,1569,0,0,125:28,01:43,6.4,156,1258:22,17:14,31.0,20152016,8471339
30,46,1117:12,14:30,48.38,4,77,24,184,0,41,41,9,54,10,16,234:38,03:02,1627,0,0,13:47,00:10,12.6,191,1365:37,17:44,30.0,20142015,8471339
19,60,964:15,14:50,40.62,3,65,17,189,0,24,24,1,36,7,12,156:24,02:24,1520,1,1,91:30,01:24,10.4,163,1212:09,18:38,29.0,20132014,8471339
15,66,708:19,15:44,46.66,4,45,16,154,1,12,12,9,31,6,8,144:17,03:12,1127,2,3,115:18,02:33,11.1,144,967:54,21:30,28.0,20122013,8471339
25,88,1179:18,15:31,50.0,9,76,29,271,2,61,61,-8,54,13,17,281:35,03:42,1867,1,3,137:56,01:48,12.3,235,1598:49,21:02,27.0,20112012,8471339
25,77,856:53,14:16,11.76,5,60,23,224,1,46,46,-7,48,10,15,203:22,03:23,1437,0,2,133:46,02:13,12.8,179,1194:01,19:54,26.0,20102011,8471339
18,81,1030:02,13:22,48.57,3,77,19,285,0,48,48,-12,37,9,20,252:27,03:16,1828,0,1,211:41,02:44,9.3,204,1494:10,19:24,25.0,20092010,8471339
15,71,822:23,17:29,0.0,0,47,2,59,0,8,8,12,17,0,1,05:14,00:06,1113,0,0,136:58,02:54,3.5,57,964:35,20:31,32.0,20182019,8471873
14,100,1466:49,18:20,0.0,0,80,4,104,0,18,18,29,18,0,0,33:25,00:25,2055,0,0,218:43,02:44,3.1,131,1718:57,21:29,31.0,20172018,8471873
17,96,1357:23,18:35,0.0,0,73,5,106,0,20,20,1,22,1,7,123:11,01:41,1963,0,0,191:10,02:37,3.8,130,1671:44,22:54,30.0,20162017,8471873
25,73,1246:06,17:04,0.0,0,73,9,99,0,20,20,16,34,1,12,213:01,02:55,1832,0,0,152:33,02:05,7.1,127,1611:40,22:04,29.0,20152016,8471873
30,77,1384:31,16:53,0.0,0,82,9,104,0,26,26,22,39,2,14,203:19,02:28,2134,0,0,211:45,02:34,6.5,138,1799:35,21:56,28.0,20142015,8471873
12,64,1418:30,17:30,0.0,0,81,1,75,0,26,26,9,13,0,0,22:28,00:16,2114,0,0,131:19,01:37,1.0,104,1572:17,19:24,27.0,20132014,8471873
3,42,768:50,16:01,0.0,0,48,4,75,0,16,16,14,7,0,0,51:35,01:04,1105,0,0,45:53,00:57,6.1,66,866:18,18:02,26.0,20122013,8471873
16,71,809:59,15:16,0.0,0,53,2,76,0,20,20,9,18,0,4,64:13,01:12,1118,0,0,32:04,00:36,3.6,55,906:16,17:05,25.0,20112012,8471873
17,46,838:57,16:27,0.0,1,51,1,39,0,22,22,-11,18,1,10,151:00,02:57,1254,0,0,16:30,00:19,1.3,80,1006:27,19:44,24.0,20102011,8471873
28,55,1183:56,16:13,0.0,0,73,6,63,0,37,37,-17,34,4,22,262:11,03:35,1856,0,0,49:36,00:40,5.0,121,1495:43,20:29,23.0,20092010,8471873
12,108,962:48,15:31,0.0,0,62,4,151,0,12,12,6,16,0,0,01:46,00:01,1371,0,1,139:03,02:14,5.3,75,1103:37,17:48,35.0,20182019,8471958
12,155,1141:31,14:49,0.0,1,77,6,133,0,27,27,18,18,1,1,05:18,00:04,1833,0,1,191:51,02:29,6.5,93,1338:40,17:23,34.0,20172018,8471958
11,166,1059:05,16:48,0.0,3,63,4,107,0,16,16,8,15,0,0,02:38,00:02,1669,1,2,141:45,02:15,7.1,56,1203:28,19:06,33.0,20162017,8471958
15,195,1292:55,17:28,0.0,1,74,2,168,0,20,20,18,17,0,0,08:58,00:07,2078,0,1,201:51,02:43,2.6,77,1503:44,20:19,32.0,20152016,8471958
16,184,1511:22,18:25,0.0,1,82,4,224,0,22,22,12,20,1,3,121:09,01:28,2465,0,1,228:14,02:47,3.6,111,1860:45,22:41,31.0,20142015,8471958
19,174,1521:52,18:47,0.0,0,81,5,191,0,16,16,6,24,1,3,123:15,01:31,2391,0,2,227:34,02:48,5.0,100,1872:41,23:07,30.0,20132014,8471958
12,125,930:34,20:13,0.0,1,46,2,102,1,16,16,-1,14,0,2,98:37,02:08,1338,0,0,139:54,03:02,2.5,81,1169:05,25:24,29.0,20122013,8471958
24,185,1736:52,21:10,0.0,2,82,5,211,0,20,20,13,29,1,10,144:30,01:45,2376,0,1,270:58,03:18,4.1,122,2152:20,26:14,28.0,20112012,8471958
27,236,1547:25,19:20,0.0,1,80,4,195,0,37,37,7,31,2,7,161:45,02:01,2302,0,2,257:01,03:12,3.6,110,1966:11,24:34,27.0,20102011,8471958
18,180,1444:42,17:37,0.0,1,82,6,178,0,53,53,-2,24,1,4,26:26,00:19,2323,1,1,290:25,03:32,5.6,108,1761:33,21:28,26.0,20092010,8471958
53,40,1154:40,14:04,53.09,6,82,45,72,0,37,37,4,98,19,40,297:38,03:37,1789,2,2,48:19,00:35,19.2,234,1500:37,18:18,29.0,20182019,8474564
59,35,1163:24,14:54,52.24,1,78,27,61,0,72,72,18,86,15,33,269:11,03:27,1736,0,0,31:49,00:24,12.7,212,1464:24,18:46,28.0,20172018,8474564
11,3,232:57,13:42,53.53,1,17,9,21,0,14,14,3,20,3,7,57:53,03:24,366,0,0,13:04,00:46,15.5,58,303:54,17:52,27.0,20162017,8474564
28,35,1193:16,15:29,49.94,8,77,36,109,0,38,38,3,64,14,23,268:14,03:29,1736,1,3,59:36,00:46,16.7,216,1521:06,19:45,26.0,20152016,8474564
29,35,1280:11,15:36,49.73,6,82,43,91,0,49,49,2,72,13,25,291:08,03:33,1806,0,0,16:50,00:12,16.0,268,1588:09,19:22,25.0,20142015,8474564
15,16,586:33,15:51,49.14,5,37,25,50,1,18,18,9,40,9,13,141:41,03:49,896,1,1,20:59,00:34,20.2,124,749:13,20:14,24.0,20132014,8474564
28,17,841:59,17:32,49.57,2,48,29,63,0,32,32,-4,57,10,18,180:11,03:45,1165,0,0,34:56,00:43,18.5,157,1057:06,22:01,23.0,20122013,8474564
37,37,1448:36,17:39,45.47,12,82,60,109,5,66,66,7,97,12,25,311:38,03:48,2016,0,0,45:26,00:33,19.8,303,1805:40,22:01,22.0,20112012,8474564
46,37,1256:29,15:19,46.49,8,82,45,84,1,74,74,3,91,17,36,372:53,04:32,1946,0,0,26:34,00:19,16.5,272,1655:56,20:11,21.0,20102011,8474564
44,38,1193:22,14:33,47.9,5,82,51,68,1,38,38,-2,95,24,41,381:18,04:39,2078,1,1,110:34,01:20,17.2,297,1685:14,20:33,20.0,20092010,8474564
7,78,691:05,13:02,0.0,0,53,2,131,0,32,32,8,9,0,0,00:47,00:00,1030,0,0,138:17,02:36,4.7,43,830:09,15:39,38.0,20182019,8468498
10,168,1314:29,16:13,0.0,0,81,0,218,0,68,68,-9,10,0,0,01:51,00:01,1797,0,0,252:13,03:06,0.0,54,1568:33,19:21,37.0,20172018,8468498
14,132,1214:09,15:22,0.0,0,79,0,181,0,48,48,32,14,0,0,01:32,00:01,1748,0,0,189:25,02:23,0.0,93,1405:06,17:47,36.0,20162017,8468498
7,102,719:16,17:32,0.0,1,41,3,125,0,24,24,11,10,0,0,01:05,00:01,1045,0,0,91:53,02:14,9.7,31,812:14,19:48,35.0,20152016,8468498
19,192,1479:25,18:58,0.0,0,78,0,306,0,66,66,5,19,0,0,02:55,00:02,2125,0,0,217:29,02:47,0.0,66,1699:49,21:47,34.0,20142015,8468498
11,143,1305:50,18:08,0.0,0,72,2,221,0,46,46,-3,13,0,0,08:20,00:06,1771,0,0,212:03,02:56,4.0,50,1526:13,21:11,33.0,20132014,8468498
8,114,873:37,18:59,0.0,0,46,0,119,0,32,32,17,8,0,0,05:44,00:07,1166,0,0,145:58,03:10,0.0,32,1025:19,22:17,32.0,20122013,8468498
16,139,1397:25,19:08,0.0,0,73,2,259,0,61,61,19,18,0,0,04:25,00:03,1826,0,1,244:30,03:20,4.5,44,1646:20,22:33,31.0,20112012,8468498
12,94,1073:44,17:02,100.0,0,63,1,194,0,66,66,12,13,0,0,06:18,00:06,1538,0,3,235:34,03:44,1.8,56,1315:36,20:52,30.0,20102011,8468498
23,117,1249:05,17:06,0.0,0,73,2,255,0,64,64,6,25,0,1,07:09,00:05,1808,0,1,210:54,02:53,3.3,61,1467:08,20:05,29.0,20092010,8468498
38,41,1336:39,16:30,20.0,5,81,51,223,0,40,40,7,89,18,28,357:21,04:24,1682,0,0,00:37,00:00,15.1,338,1694:37,20:55,33.0,20182019,8471214
38,21,1304:31,15:54,37.5,7,82,49,139,3,32,32,3,87,17,31,344:51,04:12,1730,0,0,02:28,00:01,13.8,355,1651:50,20:08,32.0,20172018,8471214
36,29,1198:26,14:36,0.0,7,82,33,216,2,50,50,6,69,17,26,305:21,03:43,1737,0,0,02:14,00:01,10.5,313,1506:01,18:21,31.0,20162017,8471214
21,34,1264:39,16:00,0.0,8,79,50,225,2,53,53,21,71,19,24,339:25,04:17,1714,0,0,00:18,00:00,12.6,398,1604:22,20:18,30.0,20152016,8471214
28,32,1335:43,16:29,40.0,11,81,53,259,0,58,58,10,81,25,34,309:16,03:49,1816,0,0,01:25,00:01,13.4,395,1646:24,20:19,29.0,20142015,8471214
28,22,1208:47,15:29,66.66,10,78,51,204,3,48,48,-35,79,24,39,392:46,05:02,1700,0,1,00:59,00:00,13.2,386,1602:32,20:32,28.0,20132014,8471214
24,18,778:33,16:13,0.0,4,48,32,120,0,36,36,2,56,16,27,220:30,04:35,1026,0,0,03:24,00:04,14.5,220,1002:27,20:53,27.0,20122013,8471214
27,42,1258:58,16:08,40.0,3,78,38,215,2,26,26,-8,65,13,23,283:26,03:38,1651,0,0,02:01,00:01,12.5,303,1544:25,19:48,26.0,20112012,8471214
53,23,1330:18,16:50,33.33,11,79,32,241,3,41,41,24,85,7,24,354:00,04:28,1716,0,0,03:37,00:02,8.7,367,1687:55,21:21,25.0,20102011,8471214
59,20,1201:07,16:40,45.45,7,72,50,185,0,89,89,45,109,13,36,364:04,05:03,1420,0,0,04:14,00:03,13.6,368,1569:25,21:47,24.0,20092010,8471214
29,55,1012:17,14:40,40.97,4,69,25,133,0,36,36,5,54,6,14,231:33,03:21,1422,1,1,40:20,00:35,17.5,143,1284:10,18:36,32.0,20182019,8471698
29,54,1055:15,14:15,47.86,3,74,18,124,0,31,31,2,47,9,18,249:05,03:21,1541,0,0,58:07,00:47,14.2,127,1362:27,18:24,31.0,20172018,8471698
23,50,949:31,13:57,48.33,4,68,33,95,1,36,36,28,56,7,13,197:15,02:54,1490,1,3,67:22,00:59,23.1,143,1214:08,17:51,30.0,20162017,8471698
25,62,1160:40,14:30,52.67,5,80,26,134,0,34,34,16,51,11,17,242:25,03:01,1858,0,0,113:59,01:25,14.1,185,1517:04,18:57,29.0,20152016,8471698
36,39,1090:52,15:09,23.07,4,72,19,99,1,51,51,17,55,3,13,169:53,02:21,1959,0,0,95:17,01:19,11.7,162,1356:02,18:50,28.0,20142015,8471698
39,54,1145:08,14:29,42.42,5,79,21,77,1,42,42,19,60,5,15,215:04,02:43,2031,2,3,139:33,01:45,13.8,152,1499:45,18:59,27.0,20132014,8471698
13,24,448:52,14:57,38.46,1,30,7,33,0,15,15,-5,20,2,10,74:48,02:29,834,1,2,49:08,01:38,10.8,65,572:48,19:05,26.0,20122013,8471698
35,45,1219:02,15:14,45.28,3,80,19,130,0,50,50,15,54,3,16,198:38,02:28,2265,1,2,144:41,01:48,10.1,188,1562:21,19:31,25.0,20112012,8471698
22,40,720:49,14:42,44.05,3,49,12,71,0,15,15,10,34,3,9,126:45,02:35,1244,1,1,92:41,01:53,11.7,103,940:15,19:11,24.0,20102011,8471698
30,65,1020:38,13:25,41.83,3,76,18,149,0,36,36,-1,48,1,15,191:01,02:30,1939,1,1,180:34,02:22,11.4,158,1392:13,18:19,23.0,20092010,8471698
17,137,1487:47,18:35,0.0,1,80,8,167,1,41,41,-3,25,1,2,46:04,00:34,1909,0,1,220:40,02:45,5.6,143,1754:31,21:55,32.0,20182019,8471702
22,98,1317:30,19:22,0.0,1,68,7,117,0,36,36,24,29,0,0,34:48,00:30,1690,0,1,184:59,02:43,5.8,120,1537:17,22:36,31.0,20172018,8471702
34,93,1387:50,17:47,0.0,2,78,5,147,0,32,32,20,39,1,9,139:55,01:47,2030,0,1,201:59,02:35,3.2,154,1729:44,22:10,30.0,20162017,8471702
27,145,1588:50,19:22,0.0,3,82,5,157,1,38,38,10,32,2,16,198:07,02:24,2354,0,0,235:18,02:52,3.3,150,2022:15,24:39,29.0,20152016,8471702
27,106,1558:07,19:00,0.0,0,82,4,143,0,47,47,7,31,2,10,87:17,01:03,2254,0,1,187:37,02:17,3.4,117,1833:01,22:21,28.0,20142015,8471702
36,76,1424:25,17:35,0.0,6,81,10,124,0,51,51,33,46,3,15,242:26,02:59,1932,0,0,57:57,00:42,6.2,162,1724:48,21:17,27.0,20132014,8471702
10,47,688:53,17:13,0.0,2,40,4,49,0,12,12,4,14,0,2,80:25,02:00,913,0,0,45:00,01:07,6.0,67,814:18,20:21,26.0,20122013,8471702
17,69,1142:45,15:14,0.0,0,75,4,105,0,47,47,9,21,3,8,166:11,02:12,1590,0,0,36:29,00:29,3.4,118,1345:25,17:56,25.0,20112012,8471702
9,66,899:00,14:16,0.0,0,63,1,122,0,50,50,-3,10,0,5,113:31,01:48,1352,0,0,28:45,00:27,1.3,77,1041:16,16:31,24.0,20102011,8471702
12,70,1119:36,15:07,0.0,2,74,3,113,0,18,18,-15,15,0,6,217:38,02:56,1648,0,0,14:06,00:11,2.7,110,1351:20,18:15,23.0,20092010,8471702
52,30,1226:25,15:19,48.64,5,80,22,54,1,30,30,2,74,7,25,295:54,03:41,1759,0,0,73:54,00:55,13.0,169,1596:13,19:57,31.0,20182019,8473563
50,51,1233:34,15:13,51.2,4,81,21,37,1,46,46,5,71,7,26,284:50,03:30,1811,0,0,74:06,00:54,12.7,165,1592:30,19:39,30.0,20172018,8473563
63,33,1189:22,14:30,51.38,5,82,23,45,2,38,38,17,86,8,35,251:01,03:03,1842,0,0,56:56,00:41,14.2,162,1497:19,18:15,29.0,20162017,8473563
50,50,1141:01,15:12,48.56,4,75,20,51,0,36,36,17,70,3,30,230:20,03:04,1743,0,0,67:17,00:53,15.5,129,1438:38,19:10,28.0,20152016,8473563
60,52,1350:22,16:28,53.57,3,82,18,91,1,40,40,5,78,3,33,254:03,03:05,1996,0,0,79:03,00:57,11.8,153,1683:28,20:31,27.0,20142015,8473563
61,54,1243:08,15:09,50.45,1,82,18,89,0,54,54,-20,79,6,44,301:06,03:40,1911,1,1,79:32,00:58,9.2,196,1623:46,19:48,26.0,20132014,8473563
40,35,710:40,14:48,51.42,1,48,8,31,0,20,20,8,48,3,18,171:15,03:34,1118,0,0,73:19,01:31,9.8,82,955:14,19:54,25.0,20122013,8473563
30,25,622:29,14:49,51.08,4,42,14,31,1,24,24,-4,44,3,19,140:10,03:20,950,0,0,42:15,01:00,14.7,95,804:54,19:09,24.0,20112012,8473563
47,64,1218:51,15:49,52.47,2,77,18,69,0,40,40,24,65,4,22,255:58,03:19,1823,1,1,111:11,01:26,8.9,202,1586:00,20:35,23.0,20102011,8473563
68,62,1290:02,15:43,49.92,4,82,33,90,1,50,50,37,101,11,37,297:40,03:37,1763,0,0,88:53,01:05,14.9,222,1676:35,20:26,22.0,20092010,8473563
34,144,1607:41,19:36,0.0,1,82,6,42,1,70,70,13,40,0,3,113:23,01:22,2272,0,1,166:22,02:01,4.3,141,1887:26,23:01,35.0,20182019,8470281
30,165,1541:55,18:48,0.0,1,82,2,41,0,28,28,-29,32,2,10,212:51,02:35,2419,0,0,199:03,02:25,1.1,187,1953:49,23:49,34.0,20172018,8470281
47,107,1600:53,20:00,0.0,2,80,6,24,1,16,16,22,53,2,15,253:11,03:09,2379,0,0,195:16,02:26,3.3,183,2049:20,25:37,33.0,20162017,8470281
34,116,1322:50,19:44,0.0,4,67,9,16,0,26,26,13,43,4,18,188:24,02:48,2063,0,1,179:32,02:40,6.9,130,1690:46,25:14,32.0,20152016,8470281
35,113,1589:26,19:52,0.0,2,80,10,16,0,20,20,12,45,3,16,267:55,03:20,2392,0,1,187:39,02:20,5.8,171,2045:00,25:33,31.0,20142015,8470281
55,89,1508:00,19:05,0.0,3,79,6,36,0,28,28,22,61,3,21,251:03,03:10,2380,0,1,188:17,02:23,3.0,198,1947:20,24:38,30.0,20132014,8470281
24,66,897:16,19:05,0.0,0,47,3,19,0,31,31,16,27,2,10,128:50,02:44,1353,0,1,107:00,02:16,3.3,91,1133:06,24:06,29.0,20122013,8470281
36,121,1586:59,21:26,0.0,1,74,4,45,0,42,42,15,40,1,13,233:57,03:09,2298,0,2,169:16,02:17,2.5,162,1990:12,26:53,28.0,20112012,8470281
38,149,1743:37,21:15,0.0,1,82,7,45,0,22,22,-1,45,3,22,244:51,02:59,2388,1,1,216:05,02:38,4.0,173,2204:33,26:53,27.0,20102011,8470281
55,143,1705:45,20:48,0.0,1,82,14,46,0,51,51,21,69,3,16,230:24,02:48,2419,1,5,244:25,02:58,6.6,213,2180:34,26:35,26.0,20092010,8470281
5,15,492:47,08:47,28.57,1,56,5,85,0,23,23,-7,10,0,0,11:22,00:12,747,0,0,03:09,00:03,11.4,44,507:18,09:03,39.0,20182019,8470543
16,30,906:49,11:03,36.84,2,82,13,131,0,35,35,8,29,0,1,19:28,00:14,1383,1,1,53:19,00:39,16.0,81,979:36,11:56,38.0,20172018,8470543
20,28,937:47,13:12,23.07,3,71,9,216,0,36,36,0,29,0,5,111:53,01:34,1511,0,0,51:48,00:43,6.7,134,1101:28,15:30,37.0,20162017,8470543
23,33,1147:30,14:20,45.45,1,80,17,264,0,41,41,29,40,2,6,171:01,02:08,1880,0,0,27:27,00:20,11.3,150,1345:58,16:49,36.0,20152016,8470543
23,29,1084:35,14:39,53.84,5,74,17,211,0,56,56,2,40,9,16,228:42,03:05,1722,1,1,10:30,00:08,10.0,170,1323:47,17:53,35.0,20142015,8470543
33,25,1197:07,15:20,75.0,8,78,35,157,0,66,66,25,68,13,22,283:12,03:37,1728,0,0,13:57,00:10,16.1,218,1494:16,19:09,34.0,20132014,8470543
30,13,674:43,14:03,44.44,5,48,22,104,0,39,39,30,52,9,16,183:36,03:49,978,0,0,06:45,00:08,19.5,113,865:04,18:01,33.0,20122013,8470543
35,28,1201:41,14:39,52.63,3,82,26,180,0,49,49,16,61,6,18,288:55,03:31,1712,0,0,11:12,00:08,11.3,230,1501:48,18:18,32.0,20112012,8470543
25,14,895:50,13:34,50.0,2,66,23,155,0,47,47,18,48,7,11,276:01,04:10,1360,1,2,34:37,00:31,17.3,133,1206:28,18:16,31.0,20102011,8470543
19,15,695:35,13:54,40.0,0,50,13,112,0,39,39,3,32,2,7,115:51,02:19,973,1,1,10:18,00:12,9.9,131,821:44,16:26,30.0,20092010,8470543
23,180,1197:31,15:21,0.0,1,78,5,124,0,41,41,-6,28,2,10,127:06,01:37,2018,0,1,164:56,02:06,3.0,165,1489:33,19:05,34.0,20182019,8470607
19,170,1292:12,15:57,0.0,0,81,7,85,0,38,38,-3,26,2,8,171:10,02:06,2329,0,0,172:37,02:07,5.1,136,1635:59,20:11,33.0,20172018,8470607
36,147,1367:31,17:18,0.0,0,79,3,111,0,26,26,5,39,2,14,212:52,02:41,2239,0,0,149:04,01:53,2.3,131,1729:27,21:53,32.0,20162017,8470607
35,150,1471:41,18:10,0.0,3,81,14,121,1,32,32,6,49,6,25,232:09,02:51,2465,0,0,144:48,01:47,8.4,167,1848:38,22:49,31.0,20152016,8470607
23,141,1469:27,17:55,0.0,2,82,8,135,0,27,27,-3,31,4,15,200:07,02:26,2429,0,1,149:08,01:49,4.4,181,1818:42,22:10,30.0,20142015,8470607
34,142,1500:14,18:17,0.0,0,82,7,171,0,22,22,23,41,3,9,162:20,01:58,2477,1,1,163:06,01:59,4.7,149,1825:40,22:15,29.0,20132014,8470607
12,103,823:54,17:31,0.0,1,47,8,106,1,23,23,12,20,3,7,110:14,02:20,1316,0,0,99:49,02:07,12.3,65,1033:57,21:59,28.0,20122013,8470607
25,165,1560:04,20:00,0.0,3,78,9,198,0,22,22,21,34,2,4,175:45,02:15,2395,0,1,192:42,02:28,5.8,156,1928:31,24:43,27.0,20112012,8470607
39,154,1557:07,18:59,0.0,1,82,9,227,0,47,47,0,48,5,20,218:22,02:39,2433,0,2,224:17,02:44,6.7,135,1999:46,24:23,26.0,20102011,8470607
26,153,1459:32,18:42,0.0,2,78,4,208,2,59,59,20,30,0,6,125:41,01:36,2249,0,2,225:56,02:53,3.1,129,1811:09,23:13,25.0,20092010,8470607
46,44,1312:00,16:00,56.33,5,82,35,42,2,40,40,2,81,9,23,268:16,03:16,2090,1,1,142:18,01:44,14.9,235,1722:34,21:00,31.0,20182019,8473604
32,24,1098:22,14:50,57.95,2,74,20,32,1,47,47,-1,52,2,12,232:40,03:08,1827,0,0,126:04,01:42,9.5,211,1457:06,19:41,30.0,20172018,8473604
37,32,1164:00,16:10,54.89,5,72,21,43,1,35,35,7,58,6,17,193:16,02:41,1772,0,0,93:50,01:18,10.6,199,1451:06,20:09,29.0,20162017,8473604
30,38,1231:33,15:23,58.55,8,80,28,81,5,62,62,16,58,6,9,195:05,02:26,2033,4,7,113:12,01:24,15.6,179,1539:50,19:14,28.0,20152016,8473604
38,16,1198:39,14:47,56.53,7,81,28,56,1,36,36,30,66,6,17,273:57,03:22,2003,2,3,112:00,01:22,14.6,192,1584:36,19:33,27.0,20142015,8473604
40,20,1196:30,15:44,57.25,5,76,28,29,0,34,34,26,68,5,15,241:03,03:10,1966,3,5,117:55,01:33,14.5,193,1555:28,20:28,26.0,20132014,8473604
25,16,716:10,15:14,59.91,5,47,23,24,0,27,27,28,48,2,6,126:20,02:41,1174,2,3,66:35,01:25,16.1,143,909:05,19:20,25.0,20122013,8473604
28,14,925:41,15:41,59.36,4,59,29,32,0,28,28,17,57,5,12,193:29,03:16,1549,1,3,110:36,01:52,15.7,185,1229:46,20:50,24.0,20112012,8473604
44,28,1257:21,15:43,56.68,8,80,32,74,1,26,26,25,76,10,25,247:03,03:05,2192,1,2,156:44,01:57,13.7,233,1661:08,20:45,23.0,20102011,8473604
43,33,1176:03,15:28,57.33,3,76,25,56,0,47,47,22,68,9,22,227:02,02:59,1905,1,4,117:10,01:32,12.4,202,1520:15,20:00,22.0,20092010,8473604
66,18,1516:46,18:43,20.0,7,81,44,21,3,22,22,2,110,9,30,300:43,03:42,1912,0,0,04:08,00:03,12.9,341,1821:37,22:29,30.0,20182019,8474141
49,14,1369:52,16:42,38.88,4,82,27,18,2,32,32,-20,76,5,22,279:27,03:24,1872,0,0,05:59,00:04,9.5,285,1655:18,20:11,29.0,20172018,8474141
55,15,1469:07,17:54,13.72,5,82,34,28,1,32,32,11,89,7,23,279:02,03:24,1910,0,0,06:14,00:04,11.6,292,1754:23,21:23,28.0,20162017,8474141
60,21,1413:30,17:14,21.56,9,82,46,37,1,30,30,17,106,17,37,256:30,03:07,1967,0,0,03:39,00:02,16.0,287,1673:39,20:24,27.0,20152016,8474141
37,14,984:07,16:07,42.85,5,61,27,22,0,10,10,10,64,6,22,224:20,03:40,1398,0,0,02:27,00:02,14.5,186,1210:54,19:51,26.0,20142015,8474141
40,15,1124:01,16:17,50.0,6,69,29,16,0,22,22,7,69,10,25,228:07,03:18,1578,0,0,00:58,00:00,12.8,227,1353:06,19:36,25.0,20132014,8474141
32,9,803:09,17:05,20.0,3,47,23,11,0,8,8,11,55,8,17,139:05,02:57,1088,0,0,00:24,00:00,16.7,138,942:38,20:03,24.0,20122013,8474141
43,27,1366:03,16:39,42.17,5,82,23,19,0,40,40,7,66,4,12,284:06,03:27,2001,0,0,06:03,00:04,9.1,253,1656:12,20:11,23.0,20112012,8474141
46,17,1167:10,15:59,14.28,2,73,27,17,0,28,28,7,73,5,24,236:48,03:14,1749,0,0,03:49,00:03,12.5,216,1407:47,19:17,22.0,20102011,8474141
58,17,1297:58,15:49,40.9,6,82,30,17,0,20,20,16,88,9,29,265:32,03:14,1908,0,1,10:36,00:07,11.5,261,1574:06,19:11,21.0,20092010,8474141
24,96,1360:57,17:13,0.0,0,79,3,84,0,40,40,-5,27,1,8,129:54,01:38,2047,0,0,85:26,01:04,4.2,71,1576:17,19:57,38.0,20182019,8468509
23,107,1246:20,15:46,0.0,0,79,4,82,0,36,36,-14,27,2,15,183:15,02:19,1908,0,0,33:39,00:25,5.3,76,1463:14,18:31,37.0,20172018,8468509
11,81,909:57,15:57,0.0,0,57,2,77,0,32,32,-7,13,0,6,141:01,02:28,1466,0,0,57:52,01:00,3.0,67,1108:50,19:27,36.0,20162017,8468509
23,81,1082:29,16:54,0.0,2,64,3,93,1,30,30,-21,26,0,14,182:35,02:51,1880,0,0,143:32,02:14,4.9,61,1408:36,22:00,35.0,20152016,8468509
35,106,1421:17,17:45,100.0,1,80,9,91,1,40,40,-4,44,3,23,257:24,03:13,2547,0,0,228:22,02:51,8.9,101,1907:03,23:50,34.0,20142015,8468509
41,154,1412:25,17:52,0.0,0,79,8,93,0,44,44,0,49,5,25,266:40,03:22,2478,0,1,241:38,03:03,7.3,110,1920:43,24:18,33.0,20132014,8468509
24,83,864:48,18:01,0.0,2,48,5,42,0,44,44,-5,29,2,16,178:05,03:42,1441,0,0,126:29,02:38,7.5,67,1169:22,24:21,32.0,20122013,8468509
21,177,1418:22,17:17,0.0,4,82,15,133,0,38,38,-2,36,7,14,220:08,02:41,2323,0,1,236:29,02:53,10.6,141,1874:59,22:51,31.0,20112012,8468509
26,129,1336:34,17:21,0.0,3,77,11,113,2,36,36,5,37,5,13,199:14,02:35,2179,0,0,225:05,02:55,8.4,131,1760:53,22:52,30.0,20102011,8468509
15,62,837:01,17:26,0.0,0,48,7,86,0,32,32,5,22,3,8,118:20,02:27,1353,0,4,96:34,02:00,10.3,68,1051:55,21:54,29.0,20092010,8468509
