assists,blocked,evenTimeOnIce,evenTimeOnIcePerGame,faceOffPct,gameWinningGoals,games,goals,hits,overTimeGoals,penaltyMinutes,pim,plusMinus,points,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,powerPlayTimeOnIcePerGame,shifts,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,shortHandedTimeOnIcePerGame,shotPct,shots,timeOnIce,timeOnIcePerGame,age,season,id
23,156,1396:03,17:27,0.0,0,80,8,227,0,144,144,2,31,2,11,262:44,03:17,2326,0,1,226:22,02:49,5.5,145,1885:09,23:33,29.0,20132014,8470602
19,91,895:24,18:39,0.0,1,48,9,131,1,65,65,-4,28,3,16,163:42,03:24,1517,0,0,149:27,03:06,10.2,88,1208:33,25:10,28.0,20122013,8470602
32,127,1576:58,19:13,0.0,1,82,12,214,1,92,92,-10,44,7,22,291:41,03:33,2576,0,1,205:04,02:30,5.9,202,2073:43,25:17,27.0,20112012,8470602
22,121,1281:38,19:25,0.0,1,66,8,186,0,88,88,-2,30,3,12,259:04,03:55,2067,0,1,129:19,01:57,4.2,190,1670:01,25:18,26.0,20102011,8470602
20,100,1486:00,18:20,0.0,3,81,12,194,2,83,83,1,32,5,16,325:20,04:00,2276,0,0,152:10,01:52,5.3,225,1963:30,24:14,25.0,20092010,8470602
20,30,1097:28,14:26,51.26,1,76,13,80,0,42,42,-20,33,5,13,187:14,02:27,1827,1,2,95:18,01:15,7.5,174,1380:00,18:09,34.0,20182019,8470604
9,11,360:29,13:21,55.77,2,27,13,27,1,2,2,4,22,6,9,85:21,03:09,630,1,1,35:55,01:19,15.3,85,481:45,17:50,33.0,20172018,8470604
34,37,1116:41,13:37,51.94,9,82,32,86,4,41,41,2,66,10,22,237:27,02:53,1920,1,1,124:29,01:31,12.8,250,1478:37,18:01,32.0,20162017,8470604
38,39,1111:47,14:26,48.69,6,77,24,89,3,20,20,18,62,4,12,176:23,02:17,1786,1,2,127:44,01:39,9.9,242,1415:54,18:23,31.0,20152016,8470604
34,33,1130:41,13:47,52.55,5,82,28,76,0,28,28,7,62,10,15,227:32,02:46,1810,1,2,115:23,01:24,12.8,218,1473:36,17:58,30.0,20142015,8470604
23,29,1020:18,14:10,52.17,5,72,27,68,1,44,44,8,50,8,14,235:27,03:16,1731,1,1,108:46,01:30,10.5,256,1364:31,18:57,29.0,20132014,8470604
7,23,657:13,13:41,52.6,8,48,26,25,1,16,16,0,33,8,10,128:09,02:40,1128,0,0,58:23,01:12,19.5,133,843:45,17:34,28.0,20122013,8470604
13,17,843:35,15:20,50.77,2,55,21,16,0,16,16,-12,34,10,13,170:48,03:06,1312,0,0,40:42,00:44,11.4,184,1055:05,19:11,27.0,20112012,8470604
30,41,1172:17,14:39,54.71,7,80,36,65,0,39,39,27,66,8,17,234:49,02:56,1886,0,0,52:38,00:39,10.7,335,1459:44,18:14,26.0,20102011,8470604
28,34,1067:03,14:25,52.35,6,74,33,60,0,38,38,2,61,11,22,229:03,03:05,1918,2,2,132:20,01:47,10.3,319,1428:26,19:18,25.0,20092010,8470604
29,29,1161:32,16:07,5.88,3,72,22,150,2,24,24,-17,51,9,12,185:13,02:34,1823,1,2,122:29,01:42,12.2,180,1469:14,20:24,34.0,20182019,8470606
33,33,1237:08,15:16,36.95,6,81,28,189,3,58,58,31,61,9,15,220:09,02:43,2019,1,1,149:28,01:50,12.6,222,1606:45,19:50,33.0,20172018,8470606
22,31,1055:50,13:11,40.0,1,80,14,190,0,22,22,-4,36,4,6,120:21,01:30,1729,1,1,103:50,01:17,8.0,175,1280:01,16:00,32.0,20162017,8470606
17,20,1117:01,13:37,47.05,0,82,11,234,0,30,30,-5,28,2,3,83:05,01:00,1774,0,1,126:07,01:32,5.0,218,1326:13,16:10,31.0,20152016,8470606
16,24,1121:30,13:40,42.85,3,82,11,242,0,26,26,-17,27,1,6,124:00,01:30,1721,0,0,108:53,01:19,5.8,189,1354:23,16:31,30.0,20142015,8470606
12,12,1044:03,13:12,31.57,2,79,15,246,0,66,66,7,27,1,4,168:16,02:07,1669,0,0,38:44,00:29,7.7,195,1251:03,15:50,29.0,20132014,8470606
11,8,708:17,15:23,36.58,1,46,18,156,0,22,22,6,29,8,13,129:50,02:49,1131,0,0,58:57,01:16,12.7,142,897:04,19:30,28.0,20122013,8470606
32,32,1243:51,15:10,43.59,6,82,22,293,0,53,53,18,54,9,16,273:04,03:19,2034,1,3,136:56,01:40,10.3,214,1653:51,20:10,27.0,20112012,8470606
29,29,1232:54,15:02,48.64,2,82,28,300,0,67,67,17,57,7,15,243:08,02:57,2019,0,0,112:05,01:22,12.3,228,1588:07,19:22,26.0,20102011,8470606
32,25,1203:14,14:40,43.59,3,82,24,287,2,41,41,-6,56,7,17,260:50,03:10,2027,0,0,115:05,01:24,9.7,248,1579:09,19:15,25.0,20092010,8470606
38,66,1417:42,17:30,55.08,3,81,22,59,0,30,30,-20,60,1,19,229:54,02:50,2146,2,2,159:14,01:57,14.1,156,1806:50,22:18,31.0,20182019,8471685
57,64,1396:11,17:01,54.13,6,82,35,50,0,20,20,21,92,7,27,236:42,02:53,2143,0,2,178:05,02:10,17.5,200,1810:58,22:05,30.0,20172018,8471685
40,59,1205:07,15:51,52.68,0,76,12,78,0,28,28,-10,52,5,19,228:26,03:00,1877,0,1,144:41,01:54,8.0,150,1578:14,20:45,29.0,20162017,8471685
49,65,1307:18,16:08,53.49,8,81,25,78,4,16,16,34,74,5,18,208:10,02:34,2036,1,3,174:44,02:09,14.1,177,1690:12,20:52,28.0,20152016,8471685
48,46,1174:44,14:52,52.58,4,79,16,105,0,10,10,-2,64,6,24,224:23,02:50,1820,0,0,132:42,01:40,11.9,134,1531:49,19:23,27.0,20142015,8471685
41,44,1269:22,15:28,53.27,9,82,29,90,2,24,24,34,70,10,23,278:30,03:23,2080,0,0,164:53,02:00,14.5,200,1712:45,20:53,26.0,20132014,8471685
32,25,761:59,16:12,53.26,1,47,10,70,0,16,16,14,42,0,16,130:23,02:46,1188,0,0,70:09,01:29,10.2,98,962:31,20:28,25.0,20122013,8471685
51,53,1287:22,15:41,53.8,2,82,25,72,0,20,20,12,76,8,26,278:28,03:23,2059,2,4,183:57,02:14,10.9,230,1749:47,21:20,24.0,20112012,8471685
48,45,1192:00,15:53,49.91,6,75,25,92,1,20,20,25,73,6,18,272:15,03:37,1917,1,1,154:48,02:03,10.7,233,1619:03,21:35,23.0,20102011,8471685
47,51,1338:35,16:19,49.71,2,82,34,80,0,16,16,6,81,14,38,317:51,03:52,2113,1,1,129:59,01:35,13.1,259,1786:25,21:47,22.0,20092010,8471685
37,120,1739:15,21:12,0.0,1,82,8,168,1,44,44,-34,45,7,24,240:20,02:55,2393,0,1,201:13,02:27,5.2,154,2180:48,26:35,29.0,20182019,8474563
50,128,1715:59,20:55,0.0,4,82,10,127,1,54,54,23,60,3,20,258:35,03:09,2511,1,1,225:57,02:45,4.9,205,2200:31,26:50,28.0,20172018,8474563
32,109,1745:28,21:17,100.0,1,82,12,129,1,46,46,8,44,5,19,269:39,03:17,2657,0,1,210:43,02:34,6.6,181,2225:50,27:08,27.0,20162017,8474563
37,105,1805:14,22:00,0.0,3,82,14,125,0,52,52,24,51,9,24,251:06,03:03,2730,1,2,241:08,02:56,7.1,197,2297:28,28:01,26.0,20152016,8474563
39,144,1878:18,22:54,0.0,2,82,7,152,0,56,56,3,46,1,17,282:11,03:26,2674,0,1,217:11,02:38,3.2,219,2377:40,28:59,25.0,20142015,8474563
27,91,1499:03,19:13,0.0,2,78,10,180,0,64,64,17,37,6,16,303:48,03:53,2449,0,1,202:44,02:35,5.6,177,2005:35,25:42,24.0,20132014,8474563
16,46,1017:01,21:11,0.0,0,48,6,128,0,36,36,4,22,3,10,146:42,03:03,1544,0,0,103:13,02:09,5.3,114,1266:56,26:23,23.0,20122013,8474563
26,70,1455:39,18:54,0.0,3,77,10,124,1,69,69,-2,36,3,13,285:46,03:42,2195,0,0,175:50,02:17,6.0,168,1917:15,24:53,22.0,20112012,8474563
29,101,1476:28,19:25,0.0,3,76,11,137,0,68,68,13,40,5,15,317:20,04:10,2127,0,0,155:04,02:02,7.9,139,1948:52,25:38,21.0,20102011,8474563
43,76,1519:51,18:32,0.0,5,82,16,157,1,54,54,20,59,9,31,362:35,04:25,2165,0,0,165:31,02:01,11.3,142,2047:57,24:58,20.0,20092010,8474563
35,14,996:07,13:38,52.74,4,73,16,17,0,20,20,8,51,3,15,138:21,01:53,1492,0,0,00:34,00:00,17.8,90,1135:02,15:32,39.0,20182019,8466138
23,18,692:50,14:44,52.04,1,47,13,32,0,38,38,-9,36,7,18,168:28,03:35,1077,0,0,00:55,00:01,17.3,75,862:13,18:20,38.0,20172018,8466138
43,31,1160:43,14:41,50.88,0,79,7,52,0,51,51,7,50,1,19,263:38,03:20,1835,0,0,02:26,00:01,8.6,81,1426:47,18:03,37.0,20162017,8466138
63,30,1203:19,14:40,52.98,6,82,19,48,0,54,54,25,82,8,29,298:37,03:38,1962,0,0,03:47,00:02,15.7,121,1505:43,18:21,36.0,20152016,8466138
49,26,1162:40,14:54,58.01,0,78,16,39,0,30,30,-4,65,4,22,245:24,03:08,1968,0,0,29:01,00:22,12.2,131,1437:05,18:25,35.0,20142015,8466138
65,34,1222:40,14:54,56.14,3,82,11,54,1,32,32,20,76,2,19,301:36,03:40,2156,0,1,28:05,00:20,9.0,122,1552:21,18:55,34.0,20132014,8466138
33,21,700:37,14:35,58.48,1,48,7,23,0,26,26,6,40,2,21,158:21,03:17,1202,0,0,23:11,00:28,8.2,85,882:09,18:22,33.0,20122013,8466138
59,26,1314:32,16:01,56.09,2,82,18,42,0,31,31,17,77,4,23,277:25,03:22,2217,0,1,86:32,01:03,11.5,156,1678:29,20:28,32.0,20112012,8466138
49,35,1223:26,15:17,54.43,3,80,21,56,0,47,47,4,70,9,33,270:59,03:23,2076,2,2,95:12,01:11,14.1,149,1589:37,19:52,31.0,20102011,8466138
69,29,1214:38,15:22,53.9,2,79,20,113,0,54,54,17,89,4,29,276:44,03:30,2034,1,3,77:14,00:58,14.2,141,1568:36,19:51,30.0,20092010,8466138
67,105,1624:26,19:48,0.0,6,82,16,90,2,34,34,13,83,7,28,269:05,03:16,2200,1,5,164:37,02:00,5.3,300,2058:08,25:05,34.0,20182019,8470613
55,136,1644:48,20:03,0.0,2,82,12,79,1,46,46,-16,67,5,27,301:24,03:40,2275,0,1,123:42,01:30,3.6,332,2069:54,25:14,33.0,20172018,8470613
47,142,1601:59,19:32,0.0,6,82,29,69,3,40,40,19,76,8,25,294:55,03:35,2295,0,1,141:50,01:43,9.1,320,2038:44,24:51,32.0,20162017,8470613
48,145,1610:07,19:38,100.0,4,82,27,101,1,53,53,-5,75,7,30,335:45,04:05,2252,1,2,174:59,02:08,7.6,353,2120:51,25:51,31.0,20152016,8470613
43,124,1527:00,18:37,0.0,2,82,17,148,1,65,65,-9,60,7,24,278:45,03:23,2351,0,0,158:37,01:56,6.9,245,1964:22,23:57,30.0,20142015,8470613
26,24,1003:27,14:32,46.56,3,69,22,145,0,34,34,26,48,2,11,152:51,02:12,1699,0,0,03:50,00:03,9.0,245,1160:08,16:48,29.0,20132014,8470613
11,13,430:37,14:21,30.76,0,30,9,54,0,20,20,0,20,2,3,57:16,01:54,643,0,0,00:34,00:01,11.1,81,488:27,16:16,28.0,20122013,8470613
26,117,1459:48,18:01,0.0,2,81,11,68,1,34,34,8,37,5,16,221:44,02:44,2265,0,0,144:07,01:46,5.5,201,1825:39,22:32,27.0,20112012,8470613
29,106,1541:12,19:15,50.0,3,80,17,133,1,98,98,-10,46,8,14,245:30,03:04,2552,0,1,217:05,02:42,10.0,170,2003:47,25:02,26.0,20102011,8470613
17,44,809:16,17:13,0.0,0,47,3,97,0,32,32,-15,20,2,11,145:59,03:06,1435,0,0,96:15,02:02,2.9,104,1051:30,22:22,25.0,20092010,8470613
26,61,1153:04,15:22,53.18,6,75,38,69,1,22,22,-4,64,12,21,221:31,02:57,1809,1,1,53:43,00:42,20.2,188,1428:18,19:02,34.0,20182019,8470794
44,70,1293:19,15:46,54.88,1,82,22,93,0,41,41,0,66,7,23,261:49,03:11,1970,0,0,23:49,00:17,9.8,224,1578:57,19:15,33.0,20172018,8470794
39,73,1253:40,15:28,52.45,7,81,29,130,0,34,34,11,68,7,22,270:30,03:20,1964,1,1,24:20,00:18,12.4,233,1548:30,19:07,32.0,20162017,8470794
40,67,1279:40,15:36,55.01,11,82,38,147,1,30,30,25,78,12,28,299:39,03:39,2067,0,0,45:35,00:33,17.0,224,1624:54,19:48,31.0,20152016,8470794
33,86,1255:57,15:18,55.97,5,82,37,97,0,29,29,12,70,19,31,268:30,03:16,2207,0,0,125:48,01:32,14.2,261,1650:15,20:07,30.0,20142015,8470794
38,68,1208:46,14:44,55.97,3,82,41,47,0,32,32,23,79,16,31,288:18,03:30,2221,1,2,130:39,01:35,18.2,225,1627:43,19:51,29.0,20132014,8470794
15,44,688:21,14:20,51.81,5,48,16,48,0,10,10,2,31,5,11,144:11,03:00,1276,0,1,75:08,01:33,12.3,130,907:40,18:54,28.0,20122013,8470794
30,84,1298:06,15:49,58.68,2,82,31,50,0,31,31,18,61,8,18,262:39,03:12,2240,1,1,129:34,01:34,11.5,269,1690:19,20:36,27.0,20112012,8470794
46,67,1061:23,14:20,54.31,5,74,20,61,0,24,24,10,66,11,28,248:34,03:21,1908,1,3,144:25,01:57,7.1,282,1454:22,19:39,26.0,20102011,8470794
26,60,939:59,14:01,58.1,5,67,25,58,0,26,26,1,51,3,13,204:17,03:02,1729,1,2,160:58,02:24,11.0,228,1305:14,19:28,25.0,20092010,8470794
22,114,1272:31,17:40,0.0,0,72,3,23,0,10,10,-6,25,0,1,54:41,00:45,1847,0,0,187:52,02:36,3.0,100,1515:04,21:02,32.0,20182019,8471709
21,174,1507:06,18:36,0.0,2,81,11,26,1,34,34,9,32,1,3,91:17,01:07,2142,0,1,228:03,02:48,6.8,161,1826:26,22:32,31.0,20172018,8471709
